til_720_z1, til_1080_z1, til_4k_z1, til_720_z2, til_1080_z2, til_4k_z2, til_720_z3, til_1080_z3, z1_bit, z2_bit, z3_bit, til_4k_z3, qt_sw_z1, qt_sw_z2, qt_sw_z3, total_stall, start_time
7, 0, 0, 56, 0, 0, 273, 0, 0, 42150.611691, 94752.462137, 132062.032567, 0, 0, 0, 28.757459, 0.000062
