til_720_z1, til_1080_z1, til_4k_z1, til_720_z2, til_1080_z2, til_4k_z2, til_720_z3, til_1080_z3, z1_bit, z2_bit, z3_bit, til_4k_z3, qt_sw_z1, qt_sw_z2, qt_sw_z3, total_stall, start_time
5, 0, 0, 40, 0, 0, 195, 0, 0, 25349.839921, 63812.261293, 90520.704582, 0, 0, 0, 28.891923, 0.000062
