Zone, Tile_no, Seg_no, Reso, Seg_d_size, Seg_d_time, Bitrate, Bitrate1, Buf_lev, Buf_limit, Elapsed, Ref_vp, Local_avg,qt_sw,QoE,delay,jitter,loss
Z1,0,1,720,0.0,1.201523,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z2,0,1,720,0.0,1.201499,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z2,1,1,720,0.0,0.20053,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z2,2,1,720,0.0,0.200501,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z2,3,1,720,0.0,3.203741,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z2,4,1,720,0.0,0.200371,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z2,5,1,720,0.0,0.000116,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z2,6,1,720,0.0,1.201579,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z2,7,1,720,0.0,1.201577,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,0,1,720,0.0,0.200398,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,1,1,720,0.0,0.000107,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,2,1,720,0.0,4.204807,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,3,1,720,0.0,0.000114,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,4,1,720,0.0,0.200379,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,5,1,720,0.0,4.204826,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,6,1,720,0.0,0.00011,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,7,1,720,0.0,0.000107,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,8,1,720,0.0,0.200504,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,9,1,720,0.0,0.000105,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,10,1,720,0.0,0.2005,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,11,1,720,0.0,2.202653,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,12,1,720,0.0,0.200509,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,13,1,720,0.0,0.200498,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,14,1,720,0.0,0.000106,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,15,1,720,0.0,1.201453,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,16,1,720,0.0,0.2005,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,17,1,720,0.0,0.000107,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,18,1,720,0.0,0.000106,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,19,1,720,0.0,3.203732,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,20,1,720,0.0,0.200388,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,21,1,720,0.0,0.200499,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,22,1,720,0.0,0.2005,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,23,1,720,0.0,0.200501,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,24,1,720,0.0,4.204682,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,25,1,720,0.0,0.200507,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,26,1,720,0.0,4.204814,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,27,1,720,0.0,0.000112,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,28,1,720,0.0,0.200378,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,29,1,720,0.0,0.200503,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,30,1,720,0.0,0.000105,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,31,1,720,0.0,0.000105,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,32,1,720,0.0,4.204836,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,33,1,720,0.0,0.200385,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,34,1,720,0.0,1.201577,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,35,1,720,0.0,0.200505,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,36,1,720,0.0,4.204808,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,37,1,720,0.0,0.200386,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,38,1,720,0.0,0.200503,0.0,0.0,1.0,2,5.5e-05,0.0,0.0,0.0,-235.1399874,100,200,0
Z1,0,2,720,0.0,2.202665,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z2,0,2,720,0.0,1.201633,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z2,1,2,720,0.0,0.00011,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z2,2,2,720,0.0,3.203607,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z2,3,2,720,0.0,4.204812,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z2,4,2,720,0.0,4.204809,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z2,5,2,720,0.0,4.204687,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z2,6,2,720,0.0,0.200508,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z2,7,2,720,0.0,0.000108,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,0,2,720,0.0,4.204825,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,1,2,720,0.0,0.000113,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,2,2,720,0.0,0.200379,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,3,2,720,0.0,2.202651,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,4,2,720,0.0,4.204813,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,5,2,720,0.0,0.000113,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,6,2,720,0.0,0.20038,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,7,2,720,0.0,1.201575,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,8,2,720,0.0,0.200503,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,9,2,720,0.0,0.200499,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,10,2,720,0.0,0.20038,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,11,2,720,0.0,0.000106,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,12,2,720,0.0,4.204804,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,13,2,720,0.0,4.204808,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,14,2,720,0.0,4.204815,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,15,2,720,0.0,0.200509,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,16,2,720,0.0,0.000106,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,17,2,720,0.0,0.200517,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,18,2,720,0.0,1.201577,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,19,2,720,0.0,3.203258,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,20,2,720,0.0,0.200507,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,21,2,720,0.0,2.202657,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,22,2,720,0.0,2.202535,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,23,2,720,0.0,0.200386,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,24,2,720,0.0,4.204808,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,25,2,720,0.0,0.200511,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,26,2,720,0.0,4.204812,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,27,2,720,0.0,3.203618,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,28,2,720,0.0,0.000111,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,29,2,720,0.0,3.203723,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,30,2,720,0.0,0.200507,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,31,2,720,0.0,0.200503,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,32,2,720,0.0,0.000114,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,33,2,720,0.0,3.203727,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,34,2,720,0.0,4.204811,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,35,2,720,0.0,0.200513,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,36,2,720,0.0,0.200378,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,37,2,720,0.0,0.000107,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
Z3,38,2,720,0.0,2.202656,0.0,0.0,1.0,2,55.683718,0.0,0.0,0.0,-235.1399874,100,200,0
